epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.24057469,3.7803517074295967,0.302490234375,3.003723621368408
1,0.4140033,2.4093460711565884,0.43499755859375,1.905760645866394
2,0.472819,1.9024024244510767,0.51861572265625,1.2598391771316528
3,0.50847834,1.71802045359756,0.5250244140625,1.2253299951553345
4,0.5280244,1.6215327797514019,0.5264892578125,1.5572243928909302
5,0.53665066,1.563553223104188,0.546630859375,1.3692609071731567
6,0.5591116,1.5061257463512998,0.5570068359375,1.286017894744873
7,0.5693064,1.4688819159160962,0.56475830078125,2.1223573684692383
8,0.57756275,1.4157628958875483,0.5723876953125,2.225125312805176
9,0.5842211,1.3758492162733367,0.57464599609375,1.7126448154449463
10,0.5917821,1.3434711198012035,0.570068359375,1.2000120878219604
11,0.60048234,1.2868004486416325,0.57952880859375,1.2330292463302612
12,0.6138583,1.2517678159655947,0.59307861328125,1.1437580585479736
13,0.62125653,1.2186536490917206,0.6014404296875,1.0318217277526855
14,0.62528116,1.2695400949680444,0.59747314453125,1.2362182140350342
15,0.6456262,1.1441553822069457,0.607177734375,1.6808688640594482
16,0.6524917,1.11101884914167,0.62384033203125,1.6455118656158447
17,0.66431403,1.083462417125702,0.638427734375,1.5029544830322266
18,0.6714903,1.079978175235517,0.6390380859375,1.9938993453979492
19,0.6805309,1.0432773684010361,0.65118408203125,1.5644211769104004
20,0.6939956,0.9875008220022375,0.65435791015625,1.3462305068969727
21,0.7068537,0.9520894361264778,0.6619873046875,1.2243320941925049
22,0.7158499,0.9138849937554562,0.6578369140625,1.3311339616775513
23,0.72679925,0.88070696682641,0.6693115234375,0.9869452714920044
24,0.7392726,0.8448923058582075,0.6666259765625,0.9664003849029541
25,0.7449544,0.8198611149282167,0.6708984375,0.8847008943557739
26,0.7520419,0.8000347831032493,0.66845703125,0.9728685617446899
27,0.76253253,0.7658175898320747,0.669677734375,1.2448347806930542
28,0.773911,0.7276525953502366,0.67425537109375,1.1968631744384766
29,0.7836914,0.6982064630949136,0.683837890625,0.8918271660804749
30,0.7940637,0.6656662790161191,0.68109130859375,0.9686130285263062
31,0.80603397,0.6238951362443693,0.6866455078125,1.0808436870574951
32,0.81778234,0.5914571325887333,0.69830322265625,0.9397385716438293
33,0.82682294,0.5567926028461168,0.70404052734375,1.0080679655075073
34,0.83873403,0.5201808448993799,0.6986083984375,1.3549270629882812
35,0.84669447,0.4923511698390498,0.7066650390625,1.1862597465515137
36,0.85665244,0.46410896516207495,0.70263671875,0.8494808673858643
37,0.8652196,0.43383436672615283,0.7025146484375,0.5328670740127563
38,0.8733576,0.40889121185649524,0.7061767578125,0.53074711561203
39,0.88008994,0.3929357465469476,0.70294189453125,0.8881759643554688
40,0.88827235,0.3645631108771671,0.71337890625,0.830514132976532
41,0.89006275,0.4006595966039282,0.71295166015625,1.3350107669830322
42,0.8983191,0.3294409755052942,0.7186279296875,2.0661795139312744
43,0.9008789,0.34574599383455334,0.72222900390625,1.7307430505752563
44,0.90806997,0.29818261911471683,0.71392822265625,2.277724266052246
45,0.9123017,0.29359202109503024,0.70831298828125,2.4049065113067627
46,0.91679984,0.2725196647824663,0.72357177734375,2.0512843132019043
47,0.9157197,0.29744808782230725,0.731689453125,1.5815215110778809
48,0.91933,0.26905165070837195,0.72589111328125,1.9194976091384888
49,0.92082447,0.2790623693303628,0.7294921875,1.5652556419372559
50,0.9238429,0.24839168245142157,0.72900390625,1.066659927368164
51,0.92419803,0.2645552749886657,0.72808837890625,0.7337407469749451
52,0.9269354,0.23715847843524182,0.72412109375,0.7800037264823914
53,0.92221534,0.33466694820107834,0.71905517578125,1.019461750984192
54,0.92732006,0.255283144613107,0.7259521484375,1.3503918647766113
55,0.9279711,0.24314629218795084,0.7261962890625,1.4806740283966064
56,0.9272313,0.2535796876658093,0.7247314453125,1.012108564376831
57,0.9295247,0.2328787845644084,0.7244873046875,1.02806556224823
58,0.9306049,0.23441447182135147,0.7255859375,1.044655680656433
59,0.93204015,0.2227813694061655,0.72528076171875,1.2020180225372314
60,0.93396366,0.2175229469483549,0.72418212890625,1.2934495210647583
61,0.93434834,0.21630778479756732,0.7227783203125,1.2921628952026367
62,0.93470347,0.20713589001785626,0.7274169921875,1.000531554222107
63,0.9357836,0.20161096435604672,0.7271728515625,0.7150017023086548
64,0.9369081,0.19811741759379706,0.7257080078125,0.364287406206131
65,0.9366566,0.21204945354750662,0.72784423828125,0.6577143669128418
66,0.93520653,0.20634653261213592,0.723876953125,0.9708327054977417
67,0.93312025,0.26023206588896836,0.72882080078125,1.278237223625183
68,0.9368638,0.19857395937045416,0.7298583984375,1.9803719520568848
69,0.93710047,0.19615158528992624,0.734130859375,2.211198329925537
70,0.9376184,0.19106997256026123,0.73626708984375,1.9180394411087036
71,0.9382398,0.19624223469784766,0.7325439453125,2.595292568206787
72,0.93821025,0.18981819848219553,0.73748779296875,2.4756200313568115
73,0.93892044,0.18756749435807718,0.73748779296875,2.1407148838043213
74,0.9382398,0.18694274804808877,0.73614501953125,1.7863487005233765
75,0.93758875,0.2052724492369276,0.731201171875,1.9295982122421265
76,0.9357984,0.21999101476235824,0.733154296875,1.3329321146011353
77,0.93644947,0.19859147184725964,0.7271728515625,0.977697491645813
78,0.93698215,0.19415172279784174,0.72723388671875,0.7653741240501404
79,0.9309156,0.2731935199011456,0.720703125,1.0488665103912354
80,0.93215847,0.2100823356798201,0.722412109375,1.1887013912200928
81,0.9326024,0.21062652202266635,0.72412109375,1.574596881866455
82,0.929362,0.2247304521275289,0.7255859375,1.3368339538574219
83,0.92939156,0.2206609280723514,0.72369384765625,1.0215708017349243
84,0.9279415,0.22487414086406882,0.72259521484375,1.1846134662628174
85,0.92752725,0.22472614749814523,0.72454833984375,1.1450248956680298
86,0.9268614,0.24200271453821298,0.71905517578125,1.2475244998931885
87,0.9281487,0.23271747881715948,0.718994140625,1.3169312477111816
88,0.93008703,0.2224066271023317,0.7249755859375,1.2814220190048218
89,0.93195134,0.21274850111116062,0.7249755859375,0.9568133354187012
90,0.9349846,0.20037694862394623,0.72625732421875,0.583759069442749
91,0.935902,0.1956111757141171,0.7235107421875,0.5108363628387451
92,0.9361091,0.21078366108916022,0.7230224609375,0.9807116389274597
93,0.93779594,0.1886954273689877,0.73046875,1.0729005336761475
94,0.93849134,0.19203369409749002,0.73028564453125,1.5922255516052246
95,0.93853575,0.18489635306777377,0.73309326171875,2.392361879348755
96,0.9362719,0.23230826075781474,0.73480224609375,2.2660508155822754
97,0.93150747,0.2762075021411433,0.73785400390625,2.408107042312622
98,0.9226888,0.3540654710747979,0.7301025390625,2.8759443759918213
99,0.93326825,0.20580193851933334,0.73699951171875,2.4852488040924072
